"id","title","type","description","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_id","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","PC1","PC1_category"
"ts251621","World's Most Wanted","SHOW","Heinous criminals have avoided capture despite massive rewards and global investigations. This docuseries profiles some of the world’s most wanted.",2020,"TV-14",45,"['crime', 'documentation']","['US']",1,"tt12753698",7.1,2481,2.966,8,-0.844309862937551,"Low"
"ts89347","Street Food","SHOW","Embark on a global cultural journey into street food and discover the stories of the people who create the flavorful dishes.",2019,"TV-G",37,"['documentation']","['US']",2,"tt10050778",7.9,2712,3.764,7.9,-1.24696502783251,"Low"
"ts250920","Home Game","SHOW","This docuseries profiles unique and dangerous traditional sports from around the world, as well as the communities and cultures where they thrive.",2020,"TV-MA",29,"['documentation', 'sport']","['US']",1,"tt12429046",7,841,2.721,6.4,0.116726533971933,"Medium"
"ts105192","The Unlisted","SHOW","Twelve-year-old identical twins Dru and Kal discover that the government is secretly tracking and manipulating Australia's youth via electronic tracking devices.",2019,"",10,"['family', 'scifi', 'thriller']","['AU']",1,"tt9184592",6.7,899,11.133,7.5,-0.352171518857272,"Medium"
"ts85451","45 RPM","SHOW","The birth of a music label and three characters fighting for their dreams inside the complex inside the music industry.",2019,"TV-MA",57,"['drama', 'music']","['ES']",1,"tt8987918",7.2,497,2.761,6.9,-0.276269900362518,"Medium"
"ts89583","Trailer Park Boys: The Animated Series","SHOW","Nova Scotia’s favorite miscreants have always been super sketchy. Now, carrying on from the Season 12 finale, the boys have become complete cartoons.",2019,"TV-MA",25,"['animation', 'comedy']","['CA']",2,"tt9814900",7.6,2854,17.146,7.3,-0.776607263510996,"Low"
"ts104168","El Dragón: Return of a Warrior","SHOW","After the murder of his parents when he was a little kid, Mexican Miguel Garza is sent away to Japan. 20 years later, he has to go back to his home country as the new heir of his family's cartel.",2019,"TV-MA",53,"['action', 'drama']","['US']",2,"tt9281190",6.8,1853,49.839,7.4,-0.461890475968588,"Medium"
"ts87488","Malibu Rescue: The Series","SHOW","On the heels of Junior Rescue training, Team Flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs.",2019,"TV-G",26,"['comedy', 'action', 'family']","['US']",1,"tt9098432",5.4,979,10.9,8,0.10826350702737,"Medium"
"ts252166","Private Lives","SHOW","In a world where data is no longer private, con artists uncover a sinister surveillance scheme headed by the government and a greedy corporation.",2020,"",67,"['action', 'thriller', 'drama', 'crime', 'romance']","['KR']",1,"tt12560270",6.7,595,5.956,6.4,0.279770840656062,"Medium"
"ts233530","Win the Wilderness: Alaska","SHOW","Six British couples compete to impress the current, elderly owners of a remote yet breathtaking property in Alaska. The winners will win the property deep within the Alaskan wilderness.",2020,"",59,"['documentation', 'reality']","[]",1,"tt11718294",6.9,724,2.496,8,-0.722265493448648,"Low"
"ts87473","7SEEDS","SHOW","Shy Natsu awakens as part of a group chosen to ensure the survival of humanity. Together, they have to survive on a changed Earth.",2019,"TV-MA",25,"['scifi', 'drama', 'animation', 'action', 'horror', 'romance']","['JP']",2,"tt9348718",6.3,1378,31.425,8.1,-0.517697918191583,"Medium"
"ts223659","Jamtara – Sabka Number Ayega","SHOW","A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme -- and a cop wants to fight it.",2020,"",29,"['drama', 'crime']","['IN']",1,"tt11150912",7.3,6165,4.266,7.6,-0.751872913985482,"Low"
"ts225539","Hyena","SHOW","To survive in a dog-eat-dog world, two rival lawyers with high-class clientele tear apart anything that stands in the way of their ambitions.",2020,"",60,"['drama', 'romance']","['KR']",1,"tt11534164",7.7,765,4.669,8.7,-1.57642094870495,"Low"
"ts190452","Stolen Away","SHOW","A man gets caught in Colombian customs with drugs, his goal is to end up in prison to contact who kidnapped his daughter years ago.",2020,"TV-14",48,"['thriller', 'action', 'crime', 'drama']","['ES']",1,"tt10064124",7.1,2314,11.356,7.1,-0.361869398467585,"Medium"
"ts90902","Search: WWW","SHOW","The stories of ambitious career women working at the top of the best portal sites in the IT industry. Paved with wins and losses, their road to success takes a new turn when love comes along the way.",2019,"",72,"['comedy', 'drama', 'romance']","['KR']",1,"tt10253244",7.9,1308,6.603,8.5,-1.58557692643324,"Low"
"ts251119","Hook","SHOW","Despite their fathers' rivalry, two university students form a friendship at a boxing gym as they tackle family drama, romance and personal crises.",2020,"TV-MA",43,"['drama', 'romance', 'sport']","['TH']",1,"tt12659696",6.5,25,2.708,6.3,0.460790720794869,"Medium"
"ts88821","I Hear You","SHOW","Bei Er Duo, a girl from an ordinary family, dreams about studying in Japan to be a professional voice actor. However, her mother wants her to marry rich whilst she is young, leading to continuous blind dates which irritate Bei Er Duo. In her desperation to raise funds for studying overseas as well as helping her best friend Tang Li out of a crisis, Bei Er Duo joins a couple reality program, encountering top violin maker Ye Shu Wei.",2019,"TV-14",45,"['drama', 'comedy', 'romance']","['CN']",1,"tt10327440",7.3,560,15.664,7.9,-0.929144217906169,"Low"
"ts91034","Leila","SHOW","In the forgotten margins of the segregated communities of a dystopian future, a woman searches for the daughter that she lost upon her arrest years ago.",2019,"TV-MA",46,"['war', 'scifi', 'drama']","['IN']",1,"tt7259274",4.7,8796,1.4,7,1.06288859415473,"High"
"ts101060","Merry Happy Whatever","SHOW","A strong-willed patriarch must balance the demands of his complicated family with the stress of the Christmas season when his youngest daughter comes home for the holidays with a new boyfriend.",2019,"TV-PG",26,"['comedy']","['US']",1,"tt9777322",6.4,4542,10.85,6.6,0.309822895007868,"Medium"
"ts88133","Well-Intended Love","SHOW","In order to receive a bone marrow transplant quicker and be able to continue her career as an actress, Xia Lin enters into a secret marriage with Ling Yi Zhou, the CEO of a company. Despite the conspiracies and misunderstandings they encounter, the two find true love.",2019,"TV-14",43,"['drama', 'romance']","['CN']",2,"tt9886950",7.2,1433,29.43,8.1,-1.02510192884761,"Low"
"ts317497","The Neighbor","SHOW","Javier is going through a bad patch: he can hardly make it to the end of the month, his business of T-shirts with de-motivational slogans is not quite getting the attention, and his relationship with Lola is shacking. The least thing he needed was for an alien to fall on him and transfer his powers to him before dying.",2019,"TV-MA",30,"['comedy', 'action']","['ES']",2,"tt9731222",6.5,2125,13.672,6.6,0.254634339585475,"Medium"
"ts216513","The Healing Powers of Dude","SHOW","Noah, an 11-year-old boy with social anxiety disorder, has to start middle school, he turns to a mutt named Dude, a sarcastic emotional support dog who might need Noah as much as Noah needs him.",2020,"TV-G",30,"['fantasy', 'action', 'comedy', 'drama', 'family']","[]",1,"tt10540562",6.5,873,11.905,7.2,-0.0720633224091094,"Medium"
"ts87361","Back with the Ex","SHOW","New beginnings or old baggage? Four singles have one chance to reignite romance with an ex -- or leave the past behind for good.",2019,"",44,"['reality', 'comedy']","['AU']",1,"tt11272424",6.2,615,2.522,8.3,-0.491407151990812,"Medium"
"ts104507","Triad Princess","SHOW","A woman who grows up in the shadow of her mafia-affiliated father. She defies his wishes and takes a gig as an undercover bodyguard for a famous actress.",2019,"",45,"['drama']","['TW']",1,"tt9314996",6.8,658,2.812,7,-0.105274865153423,"Medium"
"ts218176","The Big Show Show","SHOW","When Big Show's teenage daughter comes to live with him and his wife and two other daughters, he quickly becomes outnumbered and outsmarted. Despite being 7 feet tall and weighing 400 pounds, he is no longer the center of attention.",2020,"TV-PG",26,"['comedy']","['US']",1,"tt10726356",6.3,2375,15.341,7.5,-0.141531979792469,"Medium"
"ts217719","Basketball or Nothing","SHOW","the lives of the Chinle High School boys' basketball team based on the Navajo Nation reservation in Arizona.",2019,"TV-PG",0,"['documentation', 'sport']","['US']",1,"tt10698408",7.4,614,3.31,8.3,-1.17701863243951,"Low"
"ts221851","The Lies Within","SHOW","Kim Seo-hui’s life is changed forever when her politician father dies in a car crash and her husband disappears – all in one day. She enters the world of politics and join hands with small-town detective Jo Tae-sik to uncover the truth when she finds out that the car crash might not have been an accident after all.",2019,"",60,"['crime', 'thriller', 'drama']","['KR']",1,"tt10919902",7,365,3.895,7.9,-0.725556450171112,"Low"
"ts88552","Go! Live Your Way","SHOW","Charismatic Mía gets a scholarship to an elite performing arts school, where she makes close friends but clashes with the owner's popular daughter.",2019,"TV-Y7",40,"['drama', 'comedy', 'romance']","['AR']",2,"tt9654086",6.7,606,23.687,9.3,-1.39426070443425,"Low"
"ts91087","One Spring Night","SHOW","When Lee Jeong-in and Yu Ji-ho meet, something unexpected happens. Or it just may be that spring is in the air -- and anything is possible.",2019,"",47,"['drama', 'romance']","['KR']",1,"tt10192576",7.9,2503,11.031,8.4,-1.5462000874261,"Low"
"ts255418","Bad Boy Billionaires: India","SHOW","This investigative docuseries explores the greed, fraud and corruption that built up - and ultimately brought down - India's most infamous tycoons.",2020,"TV-14",0,"['crime', 'documentation']","['XX']",1,"tt12923630",7.9,3010,2.596,8,-1.30101962750856,"Low"
"ts88352","Designated Survivor: 60 Days","SHOW","An explosion at the National Assembly kills everyone in the cabinet, leaving Park Mu-jin, the Minister of Environment, to become the next president. Park Mu-jin is a scientist-turned-politician who has no ambitions in politics, but as the acting president for 60 days, he is compelled to investigate the truth behind the attack. Based on the popular American series, Designated Survivor.",2019,"",74,"['war', 'thriller', 'drama']","['KR']",1,"tt10340990",8.1,1201,5.067,8.4,-1.63883762999363,"Low"
"ts83810","Cannon Busters","SHOW","With a maintenance robot and a deadly fugitive tagging along, friendship droid S.A.M searches for its best friend, the heir to a kingdom under siege.",2019,"TV-MA",24,"['scifi', 'action', 'animation', 'fantasy']","['FR', 'US', 'JP']",1,"tt5066664",6.7,1172,4.6,6.7,0.113011156785268,"Medium"
"ts252318","Million Dollar Beach House","SHOW","The competition is fierce — and the drama undeniable — as a group of young and hungry agents try to seal the deal on luxury listings in the Hamptons.",2020,"TV-MA",28,"['reality']","['US']",1,"tt12882136",4.2,804,1.957,5.7,2.10616635425153,"High"
"ts236332","Absurd Planet","SHOW","A cast of quirky critters and Mother Nature herself narrate this funny science series, which peeks into the lives of Earth's most incredible animals.",2020,"TV-PG",20,"['documentation']","['US']",1,"tt12027008",3.9,1459,19.898,5.9,2.11363488437681,"High"
"ts89331","My Husband Won't Fit","SHOW","Kumiko and Kenichi meet in college and build a happy marriage together. But over time, an unusual problem threatens to destroy their relationship.",2019,"TV-MA",34,"['drama', 'romance']","['JP']",1,"tt10027946",6.7,798,6.306,6.1,0.446218831501451,"Medium"
"ts254767","Whose Vote Counts, Explained","SHOW","The right to vote is at the foundation of America's democracy. But not every vote is created equal. How does the system work, and can it be fixed?",2020,"TV-PG",25,"['documentation']","[]",1,"tt13005714",7.3,1139,4.348,7.4,-0.620358019821252,"Low"
"ts219422","When the Camellia Blooms","SHOW","A love story of the single-parent Dongbaek, the owner of Camellia Bar among a small neighborhood, who is also being the next murder target of a serial killer case.",2019,"",55,"['comedy', 'drama', 'romance', 'thriller']","['KR']",1,"tt10826064",8,2371,6.611,8.3,-1.53457561646551,"Low"
"ts237071","The Forest of Love: Deep Cut","SHOW","Nothing's as it seems when a charismatic conman and an aspiring film crew delve into the lives of two emotionally scarred women.",2020,"TV-MA",0,"['crime', 'horror', 'thriller', 'drama']","['JP']",1,"tt12079236",6.8,426,4.584,6.9,-0.0531179115249649,"Medium"
"ts84639","revisions","SHOW","An isolated city. An unknown enemy. An uncertain past and a prophecy of the future. The children fight the ""future"" to bring back the ""present"". No matter what, they're going home...",2019,"TV-MA",22,"['action', 'scifi', 'animation']","['JP']",1,"tt9522354",5.9,598,7.336,7,0.395281308146711,"Medium"
"ts191285","The Prince of Tennis ~ Match! Tennis Juniors ~","SHOW","A tennis whiz beats the odds to excel on the court while juggling school and inspiring teammates. Based on the hit manga series by Takeshi Konomi.",2019,"TV-PG",45,"['drama', 'sport']","['CN']",1,"tt10097916",7.6,206,4.438,9.2,-1.79697370211477,"Low"
"ts87372","Ultramarine Magmell","SHOW","One day in the middle of the pacific ocean a miracle occurred, a new continent appeared out of nowhere! The new continent was the home for new and mysterious plants, creatures and minerals!

Humanity is excited as the age of exploration has returned.",2019,"TV-14",24,"['action', 'fantasy', 'animation']","['JP']",1,"tt11025120",6,610,20.071,6.9,0.359760551405027,"Medium"
"ts90789","Jailbirds","SHOW","At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life -- and love -- on the inside.",2019,"TV-MA",44,"['reality', 'crime', 'thriller']","['US']",1,"tt1176289",7,1160,9.54,7.8,-0.687923570181853,"Low"
"ts256606","Trial 4","SHOW","Charged as a teen in the 1993 killing of a Boston cop, Sean K. Ellis fights to prove his innocence while exposing police corruption and systemic racism.",2020,"TV-MA",55,"['documentation', 'crime']","['US']",1,"tt13363298",7.4,2039,5.972,7.1,-0.517045373735227,"Medium"
"ts235979","The Victims' Game","SHOW","After discovering his estranged daughter's link to mysterious murders, a forensic detective with Asperger's syndrome risks everything to solve the case.",2020,"",59,"['drama', 'thriller', 'crime']","['TW']",1,"tt12079212",7.3,1356,3.688,7.5,-0.675476014765031,"Low"
"ts227412","Shaun the Sheep: Adventures from Mossy Bottom","SHOW","Clever sheep Shaun, loyal dog Bitzer and the rest of the Mossy Bottom gang cook up oodles of fun and mischief on the farm.",2020,"TV-Y7",6,"['comedy', 'family', 'animation']","['GB']",1,"tt11983342",8.1,551,2.109,8.8,-1.85252312642601,"Low"
"ts87698","Examination of Conscience","SHOW","Allegations of child sexual abuse in Spain's Catholic institutions are examined in interviews with survivors, clergy, journalists and other experts.",2019,"TV-MA",51,"['documentation', 'history', 'crime']","['ES']",1,"tt9584024",7.8,422,1.833,8.8,-1.680401425437,"Low"
"ts87680","Playing with Fire","SHOW","Three prosperous women -- including a mother and her daughter -- fall for a seductive man in Colombia's Coffee Triangle.",2019,"TV-14",43,"['drama']","['MX']",1,"tt9587732",5.9,944,26.283,7.1,0.286418355257438,"Medium"
"ts251378","Mystery Lab","SHOW","Host Felipe Castanhari explores science, history, mysteries and marvels, uncovering mind-blowing facts with help from his lab buddies.",2020,"TV-PG",37,"['comedy', 'family', 'documentation', 'animation']","['BR']",1,"tt12723962",7.4,769,4.693,7.4,-0.676807471739638,"Low"
"ts90980","It's Bruno!","SHOW","An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno -- and making sure the neighbors show his pooch the proper respect.",2019,"TV-MA",3,"['comedy', 'animation']","['US']",1,"tt10186846",7.5,2886,4.064,6.7,-0.347871509977183,"Medium"
"ts88937","Shadow","SHOW","Haunted by a tragic loss, an ex-cop with a rare inability to feel pain strikes out on his own to catch offenders who've eluded Johannesburg police.",2019,"TV-MA",43,"['action', 'crime', 'drama', 'thriller']","['ZA']",1,"tt9817236",6.6,956,2.08,6.5,0.289780137361892,"Medium"
"ts85510","Rhythm + Flow","SHOW","In this music competition show, judges Tip “T.I.” Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar.",2019,"TV-MA",57,"['reality', 'music']","['US']",2,"tt9278032",7.6,1541,3.802,8.2,-1.23982073655439,"Low"
"ts101042","The 43","SHOW","This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.",2019,"TV-MA",56,"['documentation', 'war']","['MX']",1,"tt9789272",7.1,140,5.066,6.9,-0.224179734792005,"Medium"
"ts218367","Secreto bien guardado","SHOW","In 1940 Argentina, a Jewish 17-year-old on vacation with her family falls in love with a young Nazi lawyer staying at the same hotel.",2019,"TV-MA",30,"['drama', 'romance']","['AR']",1,"tt10702412",4.9,188,2.343,10,-0.701902395792878,"Low"
"ts90508","Flinch","SHOW","Harrowing and hilarious tests await the brave and foolhardy, as well as the judges, in this comedy game show. If they flinch, they feel the pain.",2019,"TV-PG",24,"['reality']","['GB']",1,"tt9196244",4.4,703,3.04,5.6,2.04577050368197,"High"
"ts108593","The Unsettling","SHOW","Becca, a 16-year-old girl, arrives at her new foster home located in a remote area. Her foster siblings are less than welcoming but none more so than the 11-year-old biological son of their foster parents. Becca tries to keep to herself and adjust to her new home, but strange things start to happen around her, and Becca is uncertain about who or what is responsible.",2019,"TV-14",23,"['fantasy', 'horror', 'scifi', 'thriller', 'crime']","['US']",1,"tt8680902",5.2,712,12.273,7,0.780124484354987,"High"
"ts222803","Maradona in Mexico","SHOW","The Dorados, Culiacan's local team, are at the bottom of the rankings when Maradona arrives, looking for a fresh start. The experts predict disaster.",2019,"TV-MA",37,"['documentation', 'sport', 'comedy', 'drama']","['PE', 'AR']",1,"tt11168104",7.3,1119,3.895,7.1,-0.450859423608793,"Medium"
"ts236182","Brews Brothers","SHOW","Two rival brothers must work together to keep their brewery in business, but shenanigans keep foaming up their company with chaos.",2020,"TV-MA",11,"['comedy', 'drama']","['US']",1,"tt10930958",5.1,1944,5.258,5,1.97259231325639,"High"
"ts226403","The Circle Brazil","SHOW","In this fun reality competition, online players try their best to flirt, bond and catfish their way to a R$300,000 prize.",2020,"TV-MA",49,"['reality']","['BR']",1,"tt9581782",6.8,761,2.497,7.3,-0.273011855482813,"Medium"
"ts218890","Drifting Dragons","SHOW","Dragons, the rulers of the sky. To many people on the surface, they are a dire threat, but at the same time, a valuable source of medicine, oil, and food. There are those who hunt the dragons. They travel the skies in dragon-hunting airships. This is the story of one of those ships, the “Quin Zaza,” and its crew.",2020,"TV-14",24,"['action', 'scifi', 'animation', 'fantasy']","['JP']",1,"tt11418344",6,569,8.863,7.7,-0.0581527359897662,"Medium"
"ts89361","The Idhun Chronicles","SHOW","After a necromancer takes over the magical world of Idhun, two adolescent earthlings help fight an assassin sent to kill all Idhunese refugees on Earth.",2020,"TV-14",27,"['scifi', 'action', 'fantasy', 'animation']","['ES']",2,"tt9731266",5.3,563,14.62,7.4,0.493122464662389,"High"
"ts252141","Alien TV","SHOW","Alien reporters Ixbee, Pixbee and Squee travel to a lovely but odd planet called Earth, where they attempt to make sense of humans and their hobbies.",2020,"TV-Y7",23,"['comedy', 'animation', 'family']","['AU']",2,"tt12765530",6.3,293,12.66,6.7,0.322379625791531,"Medium"
"ts223242","Was It Love?","SHOW","After 14 years devoid of romance, a struggling movie producer and single mom faces the unexpected arrival of 4 men into her life—an author, an actor, a CEO, and a younger man—who might just revive her dormant desire for love.",2020,"TV-MA",69,"['drama', 'comedy', 'romance']","['KR']",1,"tt12525622",7.1,870,6.052,8.3,-1.01459433130155,"Low"
"ts251618","Tiny Creatures","SHOW","Little animals embark on big adventures across the U.S. in a dramatic nature series that explores their hidden worlds and epic survival stories.",2020,"TV-PG",25,"['documentation', 'family', 'drama']","['GB']",1,"tt12759334",5,1210,10.31,6.9,0.953487873364244,"High"
"ts251061","Legend of Exorcism","SHOW","In the twelve years of Tianbao, Kong Hongjun, a handsome young man who is not familiar with the world, left the Yaojin Palace on the Taihang Mountain with three important tasks, and came to Chang'an, which is full of prosperity. Kong Hongjun first entered the Datang Exorcism Division, and the head supervisor was actually Long Wujun general Li Jinglong who had dealt with it not long ago. But he accidentally broke the Chen's heart lamp, and the heart lamp entered Li Jinglong's body. In the light and shadow of the lamp, there are the bright red lights of Pingkangli, the exorcism of the sycamore in the summer sunshine, the vast sky and sand and flying snow, the peaceful singing of Artai. Mo Rigen and Lu Xu picked off early morning leaves, Qiu Yongsi's flying strokes. Adaptation of Fei Tian Ye Xiang's (非天夜翔) web novel of the same name.",2020,"TV-14",21,"['scifi', 'drama', 'animation', 'action', 'fantasy']","['CN']",2,"tt14994658",7.7,80,11.535,9.5,-2.04090031292321,"Low"
"ts250871","The Business of Drugs","SHOW","To detail how drugs push people into risky — even deadly — behaviors, a former CIA analyst investigates the economics of six illicit substances.",2020,"TV-MA",44,"['crime', 'documentation']","['US']",1,"tt12588416",7.2,1646,6.74,7,-0.347621322024017,"Medium"
"ts243256","Social Distance","SHOW","Shot in isolation, this tragicomic anthology series features both dark and funny takes on how people strive to stay connected while staying apart.",2020,"TV-MA",20,"['drama', 'comedy']","['US']",1,"tt14773740",5.7,651,12.324,6.8,0.607569478800565,"High"
"ts224796","The Ghost Bride","SHOW","In 1890s Malacca, Li Lan finds herself in the afterlife and becomes mired in a mystery linked to the sinister, deceased son of a wealthy family.",2020,"TV-14",51,"['drama', 'thriller']","['MY', 'TW']",1,"tt9690302",6.3,716,4.13,7,0.175701386260419,"Medium"
"ts105608","Puerta 7","SHOW","An unflinching exploration of Argentina's infamous soccer ""barra bravas,"" bare torso-ed soccer fans feared by the public and even police responsible for fatalities at soccer matches.",2020,"TV-MA",41,"['thriller', 'crime', 'drama']","['AR']",1,"tt9170386",5.6,542,10.317,7.1,0.502210500783187,"High"
"ts222980","Singapore Social","SHOW","Peer into the lives of young Singaporeans as they defy expectations and traverse the tricky terrain of career, romance and family.",2019,"",40,"['reality']","['US']",1,"tt11194508",4.9,3670,0.952,10,-0.711711381514674,"Low"
"ts89315","Huge in France","SHOW","Famous comedian Gad Elmaleh moves to LA to reconnect with his son and must learn to live without the celebrity perks he's accustomed to in France.",2019,"TV-MA",30,"['comedy']","['FR']",1,"tt8009602",6.8,2809,4.471,5.3,0.834906695500416,"High"
"ts269157","Room 2806: The Accusation","SHOW","This docuseries follows the 2011 sexual assault case involving French politician Dominique Strauss-Kahn",2020,"TV-MA",49,"['documentation', 'crime']","['FR']",1,"tt13540900",7,2298,3.169,7.3,-0.394746341781961,"Medium"
"ts103935","Bolívar: Una lucha admirable","SHOW","Depicts the life and loves of Venezuelan Gen. Simón Bolívar, who helped liberate several Latin American countries from Spain.",2019,"TV-MA",52,"['romance', 'action', 'drama']","['CO']",1,"tt9327242",7.3,743,33.482,7.7,-0.866114976202554,"Low"
"ts223084","Nowhere Man","SHOW","Two nefarious schemes taking place 10 years apart entangle a dauntless triad member, who must break out of prison to rescue a loved one.",2019,"TV-MA",56,"['crime', 'drama', 'thriller', 'action']","['TW']",1,"tt10895588",5.6,360,3.59,6.6,0.801504837455159,"High"
"ts100354","Monzón: A Knockout Blow","SHOW","The story about Argentinian boxer Carlos Monzón in his career and life in prison.",2019,"TV-MA",45,"['crime', 'drama', 'history', 'sport']","['AR']",1,"tt9852660",7.9,717,2.791,8.3,-1.46079271418042,"Low"
"ts254817","A Perfect Crime","SHOW","In April 1991, Detlev Rohwedder, the head of Treuhand, the East German Privatization and Restructuring Agency, was assassinated in Dusseldorf. This documentary details the strange evidence recovered.",2020,"",43,"['crime', 'documentation']","['DE']",1,"tt12939836",7.3,1394,6.519,7.6,-0.739375181941707,"Low"
"ts253288","Felipe Esparza: Bad Decisions","SHOW","Two live performances, one in English and one in Spanish. No matter the language, Felipe Esparza is muy muy.",2020,"TV-MA",62,"['comedy']","['US']",1,"tt12875768",5.4,166,1.678,10,-0.984792294975851,"Low"
"ts89340","Crime Diaries: The Candidate","SHOW","In 1994, Mexican presidential candidate Luis Donaldo Colosio's assassination sends his dying widow racing to uncover who did it.",2019,"TV-MA",37,"['war', 'crime', 'drama', 'thriller']","['MX']",1,"tt9327348",7.5,803,11.594,7.4,-0.752635683169989,"Low"
"ts270439","Best Leftovers Ever!","SHOW","Home cooks compete to transform leftovers into delicious creations, finding ways to give old leftovers new life, all in the hopes of winning a $10,000 prize.",2020,"TV-G",36,"['reality']","['US']",1,"tt13563634",5.6,515,1.733,6.8,0.693815648347328,"High"
"ts217356","Betaal","SHOW","A remote village becomes the arena of a breathless battle when an undead East India Company officer and his battalion of zombie redcoats attack a squad of modern-day soldiers.",2020,"TV-MA",47,"['action', 'horror', 'thriller']","['IN']",1,"tt10651790",5.4,8884,11.096,6.7,0.80571268826282,"High"
"ts88336","Dating Around","SHOW","In each episode of flirtations and fails, one real-life single navigates five blind dates. The mission: Find one match worthy of a second date.",2019,"",30,"['reality', 'romance']","['US']",2,"tt9654080",6.3,1204,6.125,5.5,1.00933232070737,"High"
"ts254537","Good Morning, Verônica","SHOW","While hunting for a dating-site predator, an underused cop discovers a husband and wife with a horrific secret — and a web of conspiracy hiding it.",2020,"TV-MA",45,"['drama', 'thriller', 'crime']","['BR']",1,"tt12987918",7.6,3552,13.579,7.4,-0.825708254682003,"Low"
"ts268758","Mismatched","SHOW","After a disastrous set-up by their families, two teens strike up a tentative friendship at their summer program - but deeper feelings aren't far behind.",2020,"TV-MA",32,"['comedy', 'drama', 'romance']","['IN']",1,"tt12719250",5.5,3712,4.059,6.6,0.844108673122334,"High"
"ts86365","Rilakkuma and Kaoru","SHOW","Kaoru's unexpected new roommate is Rilakkuma, a bear with a zipper on its back that spends each day just lazing around -- but is impossible to hate.",2019,"TV-PG",12,"['comedy', 'drama', 'family', 'animation']","['JP']",1,"tt9348716",8.3,1579,18.274,7.2,-1.1173260704545,"Low"
"ts218504","Hello Ninja","SHOW","When Wesley puts his hands together, bows to his reflection and says the words, ""Hello, Ninja"" his surroundings instantly transform into an enchanting Ninja world.",2019,"TV-Y",13,"['animation', 'action', 'comedy', 'family', 'fantasy']","['CA']",4,"tt10687170",6.7,119,7.574,7,-0.059146401893039,"Medium"
"ts89330","Stay Tuned!","SHOW","She's the most unlikely candidate to ever stumble into the role of a reporter, and she’s keeping everyone on their toes with her eccentric ways.",2019,"TV-14",46,"['comedy']","['JP']",1,"tt10088086",7.5,343,2.928,9,-1.6243246604082,"Low"
"ts218776","Happy Jail","SHOW","The jail in the Philippines made famous for a viral Michael Jackson dance video comes under the management of an ex-convict which causes some controversy",2019,"",34,"['documentation']","[]",1,"tt10753590",6.9,247,1.802,10,-1.83978957740996,"Low"
"ts250803","Say I Do","SHOW","In this reality show, couples overcome obstacles to celebrate their love in surprise dream weddings designed by three experts in less than a week.",2020,"TV-14",55,"['reality']","['GB', 'US']",1,"tt12540060",7.7,527,3.444,7.7,-1.01153101520566,"Low"
"ts79695","Sintonia","SHOW","Told through three different characters' perspectives, the story of Sintonia explores the interconnection of the music, drug traffic, and religion in São Paulo. In the quest to be somebody, many paths will converge.",2019,"TV-MA",44,"['crime', 'drama', 'music']","['BR']",2,"tt8165086",6.7,1067,5.957,7.5,-0.338771910971089,"Medium"
"ts90640","The Writer","SHOW","When accused of a murder eerily parallel to a plot in his novel, a best-selling crime writer must navigate a web of hidden enemies.",2019,"TV-14",34,"['drama', 'crime']","['LB']",1,"tt10312958",8.2,30,3.733,10,-2.5846183118747,"Low"
"ts270742","Korean Pork Belly Rhapsody","SHOW","A love letter to pork belly -- a perennial favorite among Koreans of every generation -- unfolds with an exploration of its history and cooking methods.",2020,"",48,"['documentation']","['KR']",1,"tt14017966",7.7,62,1.4,8.5,-1.4526742154613,"Low"
"ts86940","COMEDIANS of the world","SHOW","Global stand-up comedy series features a diverse set of comics from 13 regions bringing their perspectives on what's funny around the world.",2019,"TV-MA",30,"['comedy']","[]",1,"tt8685446",6.5,450,5.965,6.7,0.226034303715748,"Medium"
"ts214462","The Queen and the Conqueror","SHOW","This is the story of Catalina, the indigenous woman who gave away her soul, her heart and her life to a conqueror. ""The Queen and the Conqueror"" rebuilds one of the first love stories that took place in America, between an indigenous woman and a Spaniard. After establishing the city of Cartagena, Pedro de Heredia, motivated by the need to save his brother, betrays Catalina. Heartbroken, she escapes, only to come back 18 years later, as a grown woman. In her soul, her only mission is: revenge. To end Pedro de Heredia's life, the same way that he, after making her fall for him, ended hers.",2020,"TV-14",46,"['history', 'drama']","['CO']",1,"tt10348700",6.6,172,7.958,10,-1.68534428193986,"Low"
"ts251272","Skin Decision: Before and After","SHOW","Skin and beauty expert Nurse Jamie and plastic surgeon Dr. Sheila Nazarian use the latest procedures to bring out their clients' best selves.",2020,"TV-MA",36,"['reality']","['US']",1,"tt12588326",5.8,405,4.305,8,-0.0994137260252703,"Medium"
"ts269073","The Fabulous Lives of Bollywood Wives","SHOW","Cameras follow the banter and bonding between four fun-loving women from Bollywood's inner circle as they juggle professions, family and friendship.",2020,"TV-MA",32,"['reality', 'documentation', 'romance']","['IN']",1,"tt13452100",5.3,9666,3.448,5.5,1.55314730436935,"High"
